Unique ID	Parent	Tier 1	Tier 2	Tier 3	Tier 4	Description
607	602	Technology & Computing	Computing	Computer Software and Applications	Web Conferencing	Content relating to Technology & Computing > Computing > Computer Software and Applications > Web Conferencing: video conferencing, Zoom, web meeting.
616	599	Technology & Computing	Computing	Data Storage and Warehousing		Content relating to Technology & Computing > Computing > Data Storage and Warehousing: data storage, warehousing, storage.
617	599	Technology & Computing	Computing	Desktops		Content relating to Technology & Computing > Computing > Desktops: desktop computer, PC, desktop PC.
618	599	Technology & Computing	Computing	Information and Network Security		Content relating to Technology & Computing > Computing > Information and Network Security: cybersecurity, network security.
619	599	Technology & Computing	Computing	Internet		Content relating to Technology & Computing > Computing > Internet: internet, web, online.
620	619	Technology & Computing	Computing	Internet	Cloud Computing	Content relating to Technology & Computing > Computing > Internet > Cloud Computing: cloud, cloud computing, AWS, Azure.
623	619	Technology & Computing	Computing	Internet	Email	Content relating to Technology & Computing > Computing > Internet > Email: email, email client, Gmail, Outlook.
624	619	Technology & Computing	Computing	Internet	Internet for Beginners	Content relating to Technology & Computing > Computing > Internet > Internet for Beginners: internet basics, getting online.
625	619	Technology & Computing	Computing	Internet	Internet of Things	Content relating to Technology & Computing > Computing > Internet > Internet of Things: IoT, smart devices, connected devices.
626	619	Technology & Computing	Computing	Internet	IT and Internet Support	Content relating to Technology & Computing > Computing > Internet > IT and Internet Support: IT support, tech support.
627	619	Technology & Computing	Computing	Internet	Search	Content relating to Technology & Computing > Computing > Internet > Search: search, search engine, Google.
628	619	Technology & Computing	Computing	Internet	Social Networking	Content relating to Technology & Computing > Computing > Internet > Social Networking: social media, Facebook, Twitter, Instagram.
629	619	Technology & Computing	Computing	Internet	Web Design and HTML	Content relating to Technology & Computing > Computing > Internet > Web Design and HTML: web design, HTML, CSS, website.
621	619	Technology & Computing	Computing	Internet	Web Development	Content relating to Technology & Computing > Computing > Internet > Web Development: web development, programming web.
622	619	Technology & Computing	Computing	Internet	Web Hosting	Content relating to Technology & Computing > Computing > Internet > Web Hosting: web hosting, hosting, domain.
630	599	Technology & Computing	Computing	Laptops		Content relating to Technology & Computing > Computing > Laptops: laptop, notebook, portable computer.
631	599	Technology & Computing	Computing	Programming Languages		Content relating to Technology & Computing > Computing > Programming Languages: programming, coding, Python, Java.
632	596	Technology & Computing	Consumer Electronics			Content relating to Technology & Computing > Consumer Electronics: consumer electronics, gadgets, devices.
633	632	Technology & Computing	Consumer Electronics	Cameras and Camcorders		Content relating to Technology & Computing > Consumer Electronics > Cameras and Camcorders: cameras, camcorder, photography.
634	632	Technology & Computing	Consumer Electronics	Home Entertainment Systems		Content relating to Technology & Computing > Consumer Electronics > Home Entertainment Systems: home theater, TV, stereo.
635	632	Technology & Computing	Consumer Electronics	Smartphones		Content relating to Technology & Computing > Consumer Electronics > Smartphones: smartphone, mobile phone, iPhone, Android.
636	632	Technology & Computing	Consumer Electronics	Tablets and E-readers		Content relating to Technology & Computing > Consumer Electronics > Tablets and E-readers: tablet, iPad, e-reader, Kindle.
637	632	Technology & Computing	Consumer Electronics	Wearable Technology		Content relating to Technology & Computing > Consumer Electronics > Wearable Technology: wearables, smartwatch, fitness tracker.
638	596	Technology & Computing	Robotics			Content relating to Technology & Computing > Robotics: robotics, robots, automation.
639	596	Technology & Computing	Virtual Reality			Content relating to Technology & Computing > Virtual Reality: VR, virtual reality, headset.
653		Travel				Content relating to Travel: travel, trip, vacation, tourism.
654	653	Travel	Travel Accessories			Content relating to Travel > Travel Accessories: travel accessories, luggage, travel gear.
655	653	Travel	Travel Locations			Content relating to Travel > Travel Locations: travel destinations, places to visit.
656	655	Travel	Travel Locations	Africa Travel		Content relating to Travel > Travel Locations > Africa Travel: Africa travel, safari, African destinations.
657	655	Travel	Travel Locations	Asia Travel		Content relating to Travel > Travel Locations > Asia Travel: Asia travel, Asia trip, Asian destinations.
658	655	Travel	Travel Locations	Australia and Oceania Travel		Content relating to Travel > Travel Locations > Australia and Oceania Travel: Australia travel, Oceania, Pacific travel.
659	655	Travel	Travel Locations	Europe Travel		Content relating to Travel > Travel Locations > Europe Travel: Europe travel, European trip.
660	655	Travel	Travel Locations	North America Travel		Content relating to Travel > Travel Locations > North America Travel: North America travel, USA, Canada.
661	655	Travel	Travel Locations	Polar Travel		Content relating to Travel > Travel Locations > Polar Travel: Arctic, Antarctic, polar travel.
662	655	Travel	Travel Locations	South America Travel		Content relating to Travel > Travel Locations > South America Travel: South America travel, Latin America.
663	653	Travel	Travel Preparation and Advice			Content relating to Travel > Travel Preparation and Advice: travel tips, travel advice, packing.
664	653	Travel	Travel Type			Content relating to Travel > Travel Type: types of travel, travel style.
665	664	Travel	Travel Type	Adventure Travel		Content relating to Travel > Travel Type > Adventure Travel: adventure travel, adventure trip.
672	664	Travel	Travel Type	Air Travel		Content relating to Travel > Travel Type > Air Travel: air travel, flights, airline.
673	664	Travel	Travel Type	Beach Travel		Content relating to Travel > Travel Type > Beach Travel: beach vacation, beach trip.
674	664	Travel	Travel Type	Bed & Breakfasts		Content relating to Travel > Travel Type > Bed & Breakfasts: B&B, bed and breakfast.
675	664	Travel	Travel Type	Budget Travel		Content relating to Travel > Travel Type > Budget Travel: budget travel, cheap travel.
676	664	Travel	Travel Type	Business Travel		Content relating to Travel > Travel Type > Business Travel: business travel, corporate travel.
677	664	Travel	Travel Type	Camping		Content relating to Travel > Travel Type > Camping: camping, campsite, outdoor camping.
678	664	Travel	Travel Type	Cruises		Content relating to Travel > Travel Type > Cruises: cruise, cruise ship, cruise vacation.
679	664	Travel	Travel Type	Day Trips		Content relating to Travel > Travel Type > Day Trips: day trip, day excursion.
666	664	Travel	Travel Type	Family Travel		Content relating to Travel > Travel Type > Family Travel: family vacation, family trip.
667	664	Travel	Travel Type	Honeymoons and Getaways		Content relating to Travel > Travel Type > Honeymoons and Getaways: honeymoon, romantic getaway.
668	664	Travel	Travel Type	Hotels and Motels		Content relating to Travel > Travel Type > Hotels and Motels: hotels, motels, accommodation.
669	664	Travel	Travel Type	Rail Travel		Content relating to Travel > Travel Type > Rail Travel: train travel, rail, railway.
670	664	Travel	Travel Type	Road Trips		Content relating to Travel > Travel Type > Road Trips: road trip, driving vacation.
671	664	Travel	Travel Type	Spas		Content relating to Travel > Travel Type > Spas: spa, spa vacation, wellness retreat.
680		Video Gaming				Content relating to Video Gaming: video games, gaming, games.
681	680	Video Gaming	Console Games			Content relating to Video Gaming > Console Games: console gaming, PlayStation, Xbox, Nintendo.
682	680	Video Gaming	eSports			Content relating to Video Gaming > eSports: esports, competitive gaming, gaming league.
683	680	Video Gaming	Mobile Games			Content relating to Video Gaming > Mobile Games: mobile games, phone games, app games.
684	680	Video Gaming	PC Games			Content relating to Video Gaming > PC Games: PC gaming, computer games.
685	680	Video Gaming	Video Game Genres			Content relating to Video Gaming > Video Game Genres: game genres, game types.
686	685	Video Gaming	Video Game Genres	Action Video Games		Content relating to Video Gaming > Video Game Genres > Action Video Games: action games, shooter, action-adventure.
691	685	Video Gaming	Video Game Genres	Action-Adventure Video Games		Content relating to Video Gaming > Video Game Genres > Action-Adventure Video Games: action-adventure games.
MQ2XML	685	Video Gaming	Video Game Genres	Adult Video Games		Content relating to Video Gaming > Video Game Genres > Adult Video Games: adult games, mature games.
692	685	Video Gaming	Video Game Genres	Adventure Video Games		Content relating to Video Gaming > Video Game Genres > Adventure Video Games: adventure games, puzzle adventure.
ZJG29S	685	Video Gaming	Video Game Genres	Casino and Gambling Video Games		Content relating to Video Gaming > Video Game Genres > Casino and Gambling Video Games: casino games, gambling games.
693	685	Video Gaming	Video Game Genres	Casual Games		Content relating to Video Gaming > Video Game Genres > Casual Games: casual games, mobile casual.
694	685	Video Gaming	Video Game Genres	Educational Video Games		Content relating to Video Gaming > Video Game Genres > Educational Video Games: educational games, learning games.
695	685	Video Gaming	Video Game Genres	Exercise and Fitness Video Games		Content relating to Video Gaming > Video Game Genres > Exercise and Fitness Video Games: fitness games, exergaming.
VWGKS7	685	Video Gaming	Video Game Genres	Family Video Games		Content relating to Video Gaming > Video Game Genres > Family Video Games: family games, kid-friendly games.
II436J	685	Video Gaming	Video Game Genres	Horror Video Games		Content relating to Video Gaming > Video Game Genres > Horror Video Games: horror games, scary games.
696	685	Video Gaming	Video Game Genres	MMOs		Content relating to Video Gaming > Video Game Genres > MMOs: MMO, massively multiplayer, online games.
697	685	Video Gaming	Video Game Genres	Music and Party Video Games		Content relating to Video Gaming > Video Game Genres > Music and Party Video Games: music games, rhythm games, party games.
698	685	Video Gaming	Video Game Genres	Puzzle Video Games		Content relating to Video Gaming > Video Game Genres > Puzzle Video Games: puzzle games, brain teaser.
VK7KD0	685	Video Gaming	Video Game Genres	Racing Video Games		Content relating to Video Gaming > Video Game Genres > Racing Video Games: racing games, driving games.
687	685	Video Gaming	Video Game Genres	Role-Playing Video Games		Content relating to Video Gaming > Video Game Genres > Role-Playing Video Games: RPG, role-playing games.
688	685	Video Gaming	Video Game Genres	Simulation Video Games		Content relating to Video Gaming > Video Game Genres > Simulation Video Games: simulation games, sim games.
689	685	Video Gaming	Video Game Genres	Sports Video Games		Content relating to Video Gaming > Video Game Genres > Sports Video Games: sports games, FIFA, Madden.
690	685	Video Gaming	Video Game Genres	Strategy Video Games		Content relating to Video Gaming > Video Game Genres > Strategy Video Games: strategy games, RTS, turn-based.
389		War and Conflicts				Content relating to War and Conflicts: war, military conflict, armed conflict.
